rank,commodity,origin_province,destination_province,priority_score,price_gap_score,origin_surplus_score,destination_deficit_score,destination_model_score,distance_km,top_reasons,review_action,origin_price,destination_price,origin_surplus_ton,destination_surplus_ton,origin_region,destination_region
150,Beras Medium,Sulawesi Tengah,Maluku,25.05,0.11872285300617237,0.3419196181380747,0.1061216753298679,0.13089288264684626,974.2788357378188,"selisih harga Rp1,558/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.10 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13790.0,15348.0,297374.7,-95149.3,Sulawesi,Maluku-Papua
151,Beras Medium,Kalimantan Selatan,Maluku,24.68,0.16855901851710736,0.3318315692012287,0.1061216753298679,0.13089288264684626,1508.879973691283,"selisih harga Rp2,212/kg; asal surplus proxy 0.27 juta ton; tujuan defisit proxy 0.10 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13136.0,15348.0,265584.8,-95149.3,Kalimantan,Maluku-Papua
152,Beras Medium,Sulawesi Barat,Riau,24.61,0.06942010211079784,0.2705625321672542,0.3072461520480734,0.16739024668454325,1970.8215971528468,selisih harga Rp911/kg; asal surplus proxy 0.08 juta ton; tujuan defisit proxy 0.41 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13468.0,14379.0,78155.0,-406677.9,Sulawesi,Sumatra
153,Beras Medium,Bali,Papua Tengah,24.49,0.2018593309456679,0.2854053918363151,0.1360393467429249,0.2090788030839928,2317.594108051452,"selisih harga Rp2,649/kg; asal surplus proxy 0.12 juta ton; tujuan defisit proxy 0.09 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13972.0,16621.0,120151.09999999998,-93722.0,Bali-Nusa,Maluku-Papua
154,Beras Medium,Lampung,Banten,24.43,0.0,0.4826253642615985,0.0801696340807018,0.041802139376786424,122.58821310538998,selisih harga Rp-338/kg; asal surplus proxy 0.72 juta ton; tujuan defisit proxy 0.11 juta ton; jarak relatif dekat,review if capacity allows,13111.0,12773.0,724813.4,-109688.90000000002,Sumatra,Jawa
155,Beras Medium,Lampung,Kepulauan Bangka Belitung,24.29,0.03893926693591404,0.4826253642615985,0.0617702103748577,0.03934247629993162,380.7467225080417,selisih harga Rp511/kg; asal surplus proxy 0.72 juta ton; tujuan defisit proxy 0.08 juta ton; jarak relatif dekat,review if capacity allows,13111.0,13622.0,724813.4,-84281.9,Sumatra,Sumatra
156,Beras Medium,Kalimantan Selatan,Kalimantan Utara,24.25,0.1648251162081841,0.3318315692012287,0.0427089548164283,0.10523225965505272,809.1053180440989,"selisih harga Rp2,163/kg; asal surplus proxy 0.27 juta ton; tujuan defisit proxy 0.01 juta ton; jarak relatif dekat",review if capacity allows,13136.0,15299.0,265584.8,-10922.5,Kalimantan,Kalimantan
157,Beras Medium,Papua Selatan,Papua Barat,24.22,0.1678731997256725,0.2812746270170229,0.0904692796939242,0.16332408494715328,1101.2508459421442,"selisih harga Rp2,203/kg; asal surplus proxy 0.16 juta ton; tujuan defisit proxy 0.03 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,15070.0,17273.0,156135.8,-27113.4,Maluku-Papua,Maluku-Papua
158,Beras Medium,Lampung,Kalimantan Tengah,24.09,0.10813076278290025,0.4826253642615985,0.0352459273032908,0.05967752904758533,1024.9585145704134,"selisih harga Rp1,419/kg; asal surplus proxy 0.72 juta ton; tujuan defisit proxy 0.03 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13111.0,14530.0,724813.4,-29068.60000000001,Sumatra,Kalimantan
159,Beras Medium,Sulawesi Barat,Maluku Utara,24.06,0.17610302522289112,0.2705625321672542,0.1067661792442474,0.12277461213541097,1019.5992996501676,"selisih harga Rp2,311/kg; asal surplus proxy 0.08 juta ton; tujuan defisit proxy 0.10 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13468.0,15779.0,78155.0,-96158.9,Sulawesi,Maluku-Papua
160,Beras Medium,Sulawesi Tenggara,Maluku,23.98,0.10264421245142116,0.288325437421205,0.1061216753298679,0.13089288264684626,629.8802342976492,"selisih harga Rp1,347/kg; asal surplus proxy 0.13 juta ton; tujuan defisit proxy 0.10 juta ton; jarak relatif dekat",review if capacity allows,14001.0,15348.0,132556.0,-95149.3,Sulawesi,Maluku-Papua
161,Beras Medium,Nusa Tenggara Barat,Kalimantan Utara,23.96,0.15819553455764687,0.3988510000601896,0.0427089548164283,0.10523225965505272,1332.1163312131102,"selisih harga Rp2,076/kg; asal surplus proxy 0.46 juta ton; tujuan defisit proxy 0.01 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13223.0,15299.0,461050.5,-10922.5,Bali-Nusa,Kalimantan
162,Beras Medium,Bali,Riau,23.94,0.03101424979044426,0.2854053918363151,0.3072461520480734,0.16739024668454325,1834.3800119259165,selisih harga Rp407/kg; asal surplus proxy 0.12 juta ton; tujuan defisit proxy 0.41 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13972.0,14379.0,120151.09999999998,-406677.9,Bali-Nusa,Sumatra
163,Beras Medium,Sulawesi Tenggara,Maluku Utara,23.93,0.13548731235235845,0.288325437421205,0.1067661792442474,0.12277461213541097,758.5174629652367,"selisih harga Rp1,778/kg; asal surplus proxy 0.13 juta ton; tujuan defisit proxy 0.10 juta ton; jarak relatif dekat",review if capacity allows,14001.0,15779.0,132556.0,-96158.9,Sulawesi,Maluku-Papua
164,Beras Medium,Sumatera Utara,Papua Tengah,23.88,0.19804922654880744,0.5079618854275184,0.1360393467429249,0.2090788030839928,4165.093232227296,"selisih harga Rp2,599/kg; asal surplus proxy 0.81 juta ton; tujuan defisit proxy 0.09 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,14022.0,16621.0,813624.3,-93722.0,Sumatra,Maluku-Papua
165,Beras Medium,Aceh,Kepulauan Riau,23.82,0.04381620056389545,0.3750789476478248,0.1469170788316764,0.1149903504005898,1136.5955427066358,selisih harga Rp575/kg; asal surplus proxy 0.41 juta ton; tujuan defisit proxy 0.18 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13482.0,14057.0,405112.0,-181142.9,Sumatra,Sumatra
166,Beras Medium,Sumatera Selatan,Papua,23.77,0.2823287358073611,0.5328579413737191,0.0513288242072671,0.13608247786583189,3988.3555281327617,"selisih harga Rp3,705/kg; asal surplus proxy 0.88 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,12377.0,16082.0,877865.3,10647.0,Sumatra,Maluku-Papua
167,Beras Medium,Jawa Barat,Papua Selatan,23.59,0.15941476796464224,0.6878096171913441,0.0295779743313416,0.11706474129046035,3616.439592795628,"selisih harga Rp2,092/kg; asal surplus proxy 1.35 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,12978.0,15070.0,1350069.5,156135.8,Jawa,Maluku-Papua
168,Beras Medium,Sulawesi Tengah,Kalimantan Utara,23.5,0.1149889506972491,0.3419196181380747,0.0427089548164283,0.10523225965505272,532.319038388451,"selisih harga Rp1,509/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.01 juta ton; jarak relatif dekat",review if capacity allows,13790.0,15299.0,297374.7,-10922.5,Sulawesi,Kalimantan
169,Beras Medium,Sulawesi Barat,Maluku,23.47,0.14325992532195383,0.2705625321672542,0.1061216753298679,0.13089288264684626,1037.6004283113366,"selisih harga Rp1,880/kg; asal surplus proxy 0.08 juta ton; tujuan defisit proxy 0.10 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13468.0,15348.0,78155.0,-95149.3,Sulawesi,Maluku-Papua
170,Beras Medium,Lampung,Jambi,23.37,0.005410348243541873,0.4826253642615985,0.0802251935820565,0.04111311041255655,465.02501888401,selisih harga Rp71/kg; asal surplus proxy 0.72 juta ton; tujuan defisit proxy 0.11 juta ton; jarak relatif dekat,review if capacity allows,13111.0,13182.0,724813.4,-107049.40000000002,Sumatra,Sumatra
171,Beras Medium,Gorontalo,Riau,23.35,0.08412710508267926,0.2690205710637521,0.3072461520480734,0.16739024668454325,2402.8225656744257,"selisih harga Rp1,104/kg; asal surplus proxy 0.06 juta ton; tujuan defisit proxy 0.41 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13275.0,14379.0,60899.4,-406677.9,Sulawesi,Sumatra
172,Beras Medium,Nusa Tenggara Barat,Kepulauan Riau,23.22,0.0635525413396327,0.3988510000601896,0.1469170788316764,0.1149903504005898,1669.8279302530088,selisih harga Rp834/kg; asal surplus proxy 0.46 juta ton; tujuan defisit proxy 0.18 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13223.0,14057.0,461050.5,-181142.9,Bali-Nusa,Sumatra
173,Beras Medium,Kalimantan Selatan,Kepulauan Riau,23.19,0.07018212299016993,0.3318315692012287,0.1469170788316764,0.1149903504005898,1221.6522314459723,selisih harga Rp921/kg; asal surplus proxy 0.27 juta ton; tujuan defisit proxy 0.18 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13136.0,14057.0,265584.8,-181142.9,Kalimantan,Sumatra
174,Beras Medium,Sumatera Utara,Papua Barat,23.19,0.24773298788386802,0.5079618854275184,0.0904692796939242,0.16332408494715328,3964.042178765129,"selisih harga Rp3,251/kg; asal surplus proxy 0.81 juta ton; tujuan defisit proxy 0.03 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,14022.0,17273.0,813624.3,-27113.4,Sumatra,Maluku-Papua
175,Beras Medium,Bali,Papua Barat,23.18,0.2515430922807285,0.2854053918363151,0.0904692796939242,0.16332408494715328,2258.689146381104,"selisih harga Rp3,301/kg; asal surplus proxy 0.12 juta ton; tujuan defisit proxy 0.03 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13972.0,17273.0,120151.09999999998,-27113.4,Bali-Nusa,Maluku-Papua
176,Beras Medium,Sumatera Barat,Kepulauan Riau,22.93,0.0,0.326940641267158,0.1469170788316764,0.1149903504005898,501.0612491733173,"selisih harga Rp-1,123/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.18 juta ton; jarak relatif dekat",review if capacity allows,15180.0,14057.0,295616.8,-181142.9,Sumatra,Sumatra
177,Beras Medium,Kalimantan Selatan,Kalimantan Tengah,22.68,0.10622571058447002,0.3318315692012287,0.0352459273032908,0.05967752904758533,144.1225778777892,"selisih harga Rp1,394/kg; asal surplus proxy 0.27 juta ton; tujuan defisit proxy 0.03 juta ton; jarak relatif dekat",review if capacity allows,13136.0,14530.0,265584.8,-29068.60000000001,Kalimantan,Kalimantan
178,Beras Medium,Nusa Tenggara Barat,Papua Barat Daya,22.66,0.16459650994437247,0.3988510000601896,0.0649577215536571,0.11107622475189738,1881.9491882416728,"selisih harga Rp2,160/kg; asal surplus proxy 0.46 juta ton; tujuan defisit proxy 0.04 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13223.0,15383.0,461050.5,-42799.5,Bali-Nusa,Maluku-Papua
179,Beras Medium,Sumatera Utara,Jambi,22.54,0.0,0.5079618854275184,0.0802251935820565,0.04111311041255655,797.3501649174151,selisih harga Rp-840/kg; asal surplus proxy 0.81 juta ton; tujuan defisit proxy 0.11 juta ton; jarak relatif dekat,review if capacity allows,14022.0,13182.0,813624.3,-107049.40000000002,Sumatra,Sumatra
180,Beras Medium,Sumatera Barat,Kalimantan Timur,22.32,0.041682542101653584,0.326940641267158,0.1985564887138308,0.22078364783007545,1868.5894094212076,selisih harga Rp547/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.22 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15180.0,15727.0,295616.8,-218981.5,Sumatra,Kalimantan
181,Beras Medium,Gorontalo,Papua Barat Daya,22.2,0.16063400137163758,0.2690205710637521,0.0649577215536571,0.11107622475189738,924.0576478961298,"selisih harga Rp2,108/kg; asal surplus proxy 0.06 juta ton; tujuan defisit proxy 0.04 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13275.0,15383.0,60899.4,-42799.5,Sulawesi,Maluku-Papua
182,Beras Medium,Gorontalo,Kalimantan Utara,22.17,0.15423302598491198,0.2690205710637521,0.0427089548164283,0.10523225965505272,681.4187168543157,"selisih harga Rp2,024/kg; asal surplus proxy 0.06 juta ton; tujuan defisit proxy 0.01 juta ton; jarak relatif dekat",review if capacity allows,13275.0,15299.0,60899.4,-10922.5,Sulawesi,Kalimantan
183,Beras Medium,Nusa Tenggara Barat,Kalimantan Tengah,22.04,0.09959612893393278,0.3988510000601896,0.0352459273032908,0.05967752904758533,748.9705477705883,"selisih harga Rp1,307/kg; asal surplus proxy 0.46 juta ton; tujuan defisit proxy 0.03 juta ton; jarak relatif dekat",review if capacity allows,13223.0,14530.0,461050.5,-29068.60000000001,Bali-Nusa,Kalimantan
184,Beras Medium,Sumatera Utara,Kalimantan Utara,21.54,0.09731006629581651,0.5079618854275184,0.0427089548164283,0.10523225965505272,2100.189011331972,"selisih harga Rp1,277/kg; asal surplus proxy 0.81 juta ton; tujuan defisit proxy 0.01 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,14022.0,15299.0,813624.3,-10922.5,Sumatra,Kalimantan
185,Beras Medium,Sulawesi Barat,Kalimantan Utara,21.54,0.13952602301303055,0.2705625321672542,0.0427089548164283,0.10523225965505272,681.5487943429525,"selisih harga Rp1,831/kg; asal surplus proxy 0.08 juta ton; tujuan defisit proxy 0.01 juta ton; jarak relatif dekat",review if capacity allows,13468.0,15299.0,78155.0,-10922.5,Sulawesi,Kalimantan
186,Beras Medium,Sulawesi Tenggara,Riau,21.5,0.028804389240265182,0.288325437421205,0.3072461520480734,0.16739024668454325,2392.968213562184,selisih harga Rp378/kg; asal surplus proxy 0.13 juta ton; tujuan defisit proxy 0.41 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,14001.0,14379.0,132556.0,-406677.9,Sulawesi,Sumatra
187,Beras Medium,Nusa Tenggara Barat,Papua,21.41,0.2178617694124819,0.3988510000601896,0.0513288242072671,0.13608247786583189,2795.893868066808,"selisih harga Rp2,859/kg; asal surplus proxy 0.46 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13223.0,16082.0,461050.5,10647.0,Bali-Nusa,Maluku-Papua
188,Beras Medium,Sulawesi Tengah,Papua Barat Daya,21.4,0.1213899260839747,0.3419196181380747,0.0649577215536571,0.11107622475189738,1265.2512012617467,"selisih harga Rp1,593/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.04 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13790.0,15383.0,297374.7,-42799.5,Sulawesi,Maluku-Papua
189,Beras Medium,Lampung,Papua Barat Daya,21.36,0.17313114379333994,0.4826253642615985,0.0649577215536571,0.11107622475189738,2928.2231927626785,"selisih harga Rp2,272/kg; asal surplus proxy 0.72 juta ton; tujuan defisit proxy 0.04 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13111.0,15383.0,724813.4,-42799.5,Sumatra,Maluku-Papua
190,Beras Medium,Kalimantan Selatan,Papua Barat Daya,20.72,0.1712260915949097,0.3318315692012287,0.0649577215536571,0.11107622475189738,1871.057712752933,"selisih harga Rp2,247/kg; asal surplus proxy 0.27 juta ton; tujuan defisit proxy 0.04 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13136.0,15383.0,265584.8,-42799.5,Kalimantan,Maluku-Papua
191,Beras Medium,Sumatera Utara,Maluku Utara,20.72,0.13388706850567705,0.5079618854275184,0.1067661792442474,0.12277461213541097,3204.8635538669605,"selisih harga Rp1,757/kg; asal surplus proxy 0.81 juta ton; tujuan defisit proxy 0.10 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,14022.0,15779.0,813624.3,-96158.9,Sumatra,Maluku-Papua
192,Beras Medium,Sumatera Utara,Kepulauan Bangka Belitung,20.48,0.0,0.5079618854275184,0.0617702103748577,0.03934247629993162,1043.201579414838,selisih harga Rp-400/kg; asal surplus proxy 0.81 juta ton; tujuan defisit proxy 0.08 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,14022.0,13622.0,813624.3,-84281.9,Sumatra,Sumatra
193,Beras Medium,Gorontalo,Papua,20.3,0.213899260839747,0.2690205710637521,0.0513288242072671,0.13608247786583189,1988.28119594484,"selisih harga Rp2,807/kg; asal surplus proxy 0.06 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13275.0,16082.0,60899.4,10647.0,Sulawesi,Maluku-Papua
194,Beras Medium,Papua Selatan,Papua,20.22,0.07711651299245599,0.2812746270170229,0.0513288242072671,0.13608247786583189,656.729652712977,"selisih harga Rp1,012/kg; asal surplus proxy 0.16 juta ton; jarak relatif dekat",review if capacity allows,15070.0,16082.0,156135.8,10647.0,Maluku-Papua,Maluku-Papua
195,Beras Medium,Bali,Maluku,20.04,0.10485407300160024,0.2854053918363151,0.1061216753298679,0.13089288264684626,1534.3509616145648,"selisih harga Rp1,376/kg; asal surplus proxy 0.12 juta ton; tujuan defisit proxy 0.10 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13972.0,15348.0,120151.09999999998,-95149.3,Bali-Nusa,Maluku-Papua
196,Beras Medium,Sumatera Utara,Banten,19.9,0.0,0.5079618854275184,0.0801696340807018,0.041802139376786424,1362.185724972607,"selisih harga Rp-1,249/kg; asal surplus proxy 0.81 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,14022.0,12773.0,813624.3,-109688.90000000002,Sumatra,Jawa
197,Beras Medium,Sulawesi Tenggara,Papua Barat Daya,19.85,0.1053112855292235,0.288325437421205,0.0649577215536571,0.11107622475189738,1030.972249214132,"selisih harga Rp1,382/kg; asal surplus proxy 0.13 juta ton; tujuan defisit proxy 0.04 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,14001.0,15383.0,132556.0,-42799.5,Sulawesi,Maluku-Papua
198,Beras Medium,Bali,Maluku Utara,19.8,0.13769717290253752,0.2854053918363151,0.1067661792442474,0.12277461213541097,1708.006022591259,"selisih harga Rp1,807/kg; asal surplus proxy 0.12 juta ton; tujuan defisit proxy 0.10 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13972.0,15779.0,120151.09999999998,-96158.9,Bali-Nusa,Maluku-Papua
199,Beras Medium,Lampung,Papua,19.69,0.22639640326144936,0.4826253642615985,0.0513288242072671,0.13608247786583189,3938.739624153852,"selisih harga Rp2,971/kg; asal surplus proxy 0.72 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13111.0,16082.0,724813.4,10647.0,Sumatra,Maluku-Papua
200,Beras Medium,Sulawesi Barat,Papua Barat Daya,19.56,0.14592699839975615,0.2705625321672542,0.0649577215536571,0.11107622475189738,1388.315833540003,"selisih harga Rp1,915/kg; asal surplus proxy 0.08 juta ton; tujuan defisit proxy 0.04 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13468.0,15383.0,78155.0,-42799.5,Sulawesi,Maluku-Papua
201,Beras Medium,Sulawesi Tengah,Papua,19.55,0.17465518555208412,0.3419196181380747,0.0513288242072671,0.13608247786583189,2319.3112469116368,"selisih harga Rp2,292/kg; asal surplus proxy 0.30 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13790.0,16082.0,297374.7,10647.0,Sulawesi,Maluku-Papua
202,Beras Medium,Aceh,Papua Tengah,19.47,0.23919835403490056,0.3750789476478248,0.1360393467429249,0.2090788030839928,4571.073577319831,"selisih harga Rp3,139/kg; asal surplus proxy 0.41 juta ton; tujuan defisit proxy 0.09 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13482.0,16621.0,405112.0,-93722.0,Sumatra,Maluku-Papua
203,Beras Medium,Sumatera Utara,Maluku,19.45,0.10104396860473977,0.5079618854275184,0.1061216753298679,0.13089288264684626,3377.8431426647994,"selisih harga Rp1,326/kg; asal surplus proxy 0.81 juta ton; tujuan defisit proxy 0.10 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,14022.0,15348.0,813624.3,-95149.3,Sumatra,Maluku-Papua
204,Beras Medium,Sulawesi Tengah,Kepulauan Riau,19.04,0.02034595747923493,0.3419196181380747,0.1469170788316764,0.1149903504005898,1726.4557557205137,selisih harga Rp267/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.18 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13790.0,14057.0,297374.7,-181142.9,Sulawesi,Sumatra
205,Beras Medium,Sulawesi Tenggara,Kalimantan Utara,18.98,0.0989103101424979,0.288325437421205,0.0427089548164283,0.10523225965505272,978.6593069296692,"selisih harga Rp1,298/kg; asal surplus proxy 0.13 juta ton; tujuan defisit proxy 0.01 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,14001.0,15299.0,132556.0,-10922.5,Sulawesi,Kalimantan
206,Beras Medium,Kalimantan Selatan,Papua,18.98,0.22449135106301912,0.3318315692012287,0.0513288242072671,0.13608247786583189,2897.157396719669,"selisih harga Rp2,946/kg; asal surplus proxy 0.27 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13136.0,16082.0,265584.8,10647.0,Kalimantan,Maluku-Papua
207,Beras Medium,Aceh,Papua Barat,18.81,0.2888821153699611,0.3750789476478248,0.0904692796939242,0.16332408494715328,4360.315727551267,"selisih harga Rp3,791/kg; asal surplus proxy 0.41 juta ton; tujuan defisit proxy 0.03 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13482.0,17273.0,405112.0,-27113.4,Sumatra,Maluku-Papua
208,Beras Medium,Sumatera Selatan,Papua Selatan,18.78,0.20521222281490512,0.5328579413737191,0.0295779743313416,0.11706474129046035,3988.055668502829,"selisih harga Rp2,693/kg; asal surplus proxy 0.88 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,12377.0,15070.0,877865.3,156135.8,Sumatra,Maluku-Papua
209,Beras Medium,Sulawesi Tengah,Kalimantan Tengah,18.41,0.05638954507353502,0.3419196181380747,0.0352459273032908,0.05967752904758533,677.2032277158571,selisih harga Rp740/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.03 juta ton; jarak relatif dekat,review if capacity allows,13790.0,14530.0,297374.7,-29068.60000000001,Sulawesi,Kalimantan
210,Beras Medium,Sumatera Utara,Kalimantan Tengah,18.33,0.038710660672102416,0.5079618854275184,0.0352459273032908,0.05967752904758533,1813.4309113270767,selisih harga Rp508/kg; asal surplus proxy 0.81 juta ton; tujuan defisit proxy 0.03 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,14022.0,14530.0,813624.3,-29068.60000000001,Sumatra,Kalimantan
211,Beras Medium,Sulawesi Tenggara,Papua,18.27,0.15857654499733292,0.288325437421205,0.0513288242072671,0.13608247786583189,2021.8947584554544,"selisih harga Rp2,081/kg; asal surplus proxy 0.13 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,14001.0,16082.0,132556.0,10647.0,Sulawesi,Maluku-Papua
212,Beras Medium,Sumatera Barat,Jambi,18.21,0.0,0.326940641267158,0.0802251935820565,0.04111311041255655,369.7591253031847,"selisih harga Rp-1,998/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.11 juta ton; jarak relatif dekat",review if capacity allows,15180.0,13182.0,295616.8,-107049.40000000002,Sumatra,Sumatra
213,Beras Medium,Sulawesi Barat,Kepulauan Riau,18.05,0.044883029795016384,0.2705625321672542,0.1469170788316764,0.1149903504005898,1654.3602206063306,selisih harga Rp589/kg; asal surplus proxy 0.08 juta ton; tujuan defisit proxy 0.18 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13468.0,14057.0,78155.0,-181142.9,Sulawesi,Sumatra
214,Beras Medium,Sulawesi Barat,Papua,17.8,0.19919225786786557,0.2705625321672542,0.0513288242072671,0.13608247786583189,2419.25405176593,"selisih harga Rp2,614/kg; asal surplus proxy 0.08 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13468.0,16082.0,78155.0,10647.0,Sulawesi,Maluku-Papua
215,Beras Medium,Sulawesi Barat,Kalimantan Tengah,17.63,0.08092661738931647,0.2705625321672542,0.0352459273032908,0.05967752904758533,554.601676689567,"selisih harga Rp1,062/kg; asal surplus proxy 0.08 juta ton; tujuan defisit proxy 0.03 juta ton; jarak relatif dekat",review if capacity allows,13468.0,14530.0,78155.0,-29068.60000000001,Sulawesi,Kalimantan
216,Beras Medium,Papua Selatan,Kalimantan Timur,17.42,0.05006477177474663,0.2812746270170229,0.1985564887138308,0.22078364783007545,2724.04130997889,selisih harga Rp657/kg; asal surplus proxy 0.16 juta ton; tujuan defisit proxy 0.22 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15070.0,15727.0,156135.8,-218981.5,Maluku-Papua,Kalimantan
217,Beras Medium,Bali,Kalimantan Utara,17.35,0.10112017069267698,0.2854053918363151,0.0427089548164283,0.10523225965505272,1355.6016522379211,"selisih harga Rp1,327/kg; asal surplus proxy 0.12 juta ton; tujuan defisit proxy 0.01 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13972.0,15299.0,120151.09999999998,-10922.5,Bali-Nusa,Kalimantan
218,Beras Medium,Aceh,Kalimantan Utara,17.23,0.13845919378190963,0.3750789476478248,0.0427089548164283,0.10523225965505272,2481.1918131454718,"selisih harga Rp1,817/kg; asal surplus proxy 0.41 juta ton; tujuan defisit proxy 0.01 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13482.0,15299.0,405112.0,-10922.5,Sumatra,Kalimantan
219,Beras Medium,Nusa Tenggara Barat,Banten,17.17,0.0,0.3988510000601896,0.0801696340807018,0.041802139376786424,1132.9113204681985,selisih harga Rp-450/kg; asal surplus proxy 0.46 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13223.0,12773.0,461050.5,-109688.90000000002,Bali-Nusa,Jawa
220,Beras Medium,Bali,Kepulauan Riau,17.02,0.006477177474662805,0.2854053918363151,0.1469170788316764,0.1149903504005898,1598.953718094372,selisih harga Rp85/kg; asal surplus proxy 0.12 juta ton; tujuan defisit proxy 0.18 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13972.0,14057.0,120151.09999999998,-181142.9,Bali-Nusa,Sumatra
221,Beras Medium,Nusa Tenggara Barat,Papua Selatan,16.97,0.14074525642002592,0.3988510000601896,0.0295779743313416,0.11706474129046035,2669.4840250676457,"selisih harga Rp1,847/kg; asal surplus proxy 0.46 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13223.0,15070.0,461050.5,156135.8,Bali-Nusa,Maluku-Papua
222,Beras Medium,Nusa Tenggara Barat,Kepulauan Bangka Belitung,16.94,0.030404633086946582,0.3988510000601896,0.0617702103748577,0.03934247629993162,1319.523187590759,selisih harga Rp399/kg; asal surplus proxy 0.46 juta ton; tujuan defisit proxy 0.08 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13223.0,13622.0,461050.5,-84281.9,Bali-Nusa,Sumatra
223,Beras Medium,Gorontalo,Kepulauan Riau,16.86,0.05959003276689781,0.2690205710637521,0.1469170788316764,0.1149903504005898,2069.595722489153,selisih harga Rp782/kg; asal surplus proxy 0.06 juta ton; tujuan defisit proxy 0.18 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13275.0,14057.0,60899.4,-181142.9,Sulawesi,Sumatra
224,Beras Medium,Kalimantan Selatan,Kepulauan Bangka Belitung,16.56,0.037034214737483806,0.3318315692012287,0.0617702103748577,0.03934247629993162,951.0973974078116,selisih harga Rp486/kg; asal surplus proxy 0.27 juta ton; tujuan defisit proxy 0.08 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13136.0,13622.0,265584.8,-84281.9,Kalimantan,Sumatra
