region_code,province,district,year_month,mbg_beneficiaries,mbg_satpen,sppg_operational_count,sppg_density_per_100k_beneficiaries,nutrition_need,nutrition_need_source,poverty_rate,poverty_rate_filled,ikp,ikp_group,food_security_class,food_vulnerability,price_stress,education_exposure,condition_rate_per_1000,allergy_intolerance_rate_per_1000,beneficiaries_per_satpen,support_reach,need_pressure,coverage_gap,socioeconomic_stress,reference_priority_score,priority_label,is_java,is_eastern_indonesia,data_density_group,data_completeness
61200,Aceh,Kab. Bireuen,2026-05,2156,6,59,2736.549165120594,0.13317837396501753,mbg_condition_plus_food_vulnerability_proxy,10.3,10.3,80.83,6.0,Sangat Tahan,0.21206331877729268,0.7407043415714181,2156,499.5361781076067,499.5361781076067,359.3333333333333,0.4777646711582098,0.23583954870067492,0.49220934852340986,0.24411508282476022,0.28572991127635206,0,0,0,higher-data,0.75
180100,Sulawesi Tengah,Kab. Banggai Kepulauan,2026-05,10814,54,12,110.9672646569262,0.12739173709003673,mbg_condition_plus_food_vulnerability_proxy,11.49,11.49,66.5,4.0,Agak Tahan,0.4076146288209608,0.30051186291908305,10814,36.71167005733309,36.619197336785646,200.25925925925927,0.5822020496808565,0.2450207357659853,0.40974469452840145,0.27869805289160127,0.28537650845749973,0,0,1,higher-data,0.75
390600,Papua Barat Daya,Kota Sorong,2026-05,578,1,17,2941.176470588235,0.06611626637554587,mbg_condition_plus_food_vulnerability_proxy,13.55,13.55,,,,0.2203875545851529,0.39602090977694976,578,0.0,0.0,578.0,0.3216235756609218,0.1921641736574659,0.5895725391113815,0.3385643708224353,0.2851970400385298,0,0,1,lower-data,0.5
72300,Sumatera Utara,Kab. Padang Lawas utara,2026-05,1678,11,7,417.16328963051257,0.08691320960698691,mbg_condition_plus_food_vulnerability_proxy,8.04,8.04,75.14,5.0,Tahan,0.28971069868995636,0.7381077799284579,1678,0.0,0.0,152.54545454545453,0.4210373949193983,0.22103669719190822,0.5285039255625452,0.17843650101714612,0.2841586086400678,0,0,0,higher-data,0.75
72000,Sumatera Utara,Kab. Samosir,2026-05,738,6,10,1355.0135501355014,0.07124454605974807,mbg_condition_plus_food_vulnerability_proxy,10.79,10.79,80.35,6.0,Sangat Tahan,0.2186135371179041,0.7381077799284579,738,40.65040650406504,40.65040650406504,123.0,0.37737002380251183,0.2121952338637827,0.5586532144636085,0.2583551293228712,0.28398026055524833,0,0,0,higher-data,0.75
60600,Aceh,Kab. Aceh Barat,2026-05,6632,23,20,301.56815440289506,0.07421769928713538,mbg_condition_plus_food_vulnerability_proxy,15.5,15.5,78.27,6.0,Sangat Tahan,0.24699781659388653,0.7407043415714181,6632,0.9047044632086851,0.7539203860072377,288.3478260869565,0.5403035067669196,0.24826464170903245,0.4488251613046305,0.39523394362104036,0.28390235701715927,0,0,0,higher-data,0.75
81100,Sumatera Barat,Kab. Solok Selatan,2026-05,0,2,14,0.0,0.044091157205240206,mbg_condition_plus_food_vulnerability_proxy,6.0,6.0,85.6,6.0,Sangat Tahan,0.14697052401746735,0.7635949675567895,0,0.0,0.0,0.0,0.12501590344628508,0.1567734303972019,0.7291403515649654,0.1191514094739901,0.28316355751550687,0,0,0,higher-data,0.75
81200,Sumatera Barat,Kab. Dharmasraya,2026-05,0,1,16,0.0,0.046629366812227076,mbg_condition_plus_food_vulnerability_proxy,4.61,4.61,84.98,6.0,Sangat Tahan,0.1554312227074236,0.7635949675567895,0,0.0,0.0,0.0,0.10828620815097566,0.15195175260411087,0.7394492934622148,0.07875617553036908,0.2822620209987127,0,0,0,higher-data,0.75
110500,Sumatera Selatan,Kab. Lahat,2026-05,2962,75,15,506.4145847400405,0.14547932543586936,mbg_condition_plus_food_vulnerability_proxy,13.69,13.69,75.19,5.0,Tahan,0.2890283842794761,0.33332333369652245,2962,475.01688048615796,329.16948008102634,39.49333333333333,0.5643208392057659,0.2395817169928987,0.4205160787077162,0.3426329555361813,0.28191357045063187,0,0,0,higher-data,0.75
340200,Kalimantan Utara,Kab. Bulungan,2026-05,1622,2,15,924.7842170160296,0.08887920230802333,mbg_condition_plus_food_vulnerability_proxy,7.26,7.26,76.61,6.0,Sangat Tahan,0.26965065502183416,0.6738283678670767,1622,57.33662145499383,57.33662145499383,811.0,0.3728486625631605,0.20594487596031755,0.5571563972018294,0.15576867189770413,0.2813836702906418,0,0,0,higher-data,0.75
90500,Riau,Kab. Indragiri Hilir,2026-05,1404,8,40,2849.002849002849,0.12450826881608339,mbg_condition_plus_food_vulnerability_proxy,4.95,4.95,69.3,5.0,Tahan,0.3694050218340612,0.5440832473204035,1404,98.29059829059828,98.29059829059828,175.5,0.46231651698336695,0.22051570598197218,0.4923169667376316,0.08863702412089508,0.2810378561210038,0,0,0,higher-data,0.75
176100,Sulawesi Utara,Kota Bitung,2026-05,0,1,10,0.0,0.058829148471615744,mbg_condition_plus_food_vulnerability_proxy,5.81,5.81,82.0,6.0,Sangat Tahan,0.19609716157205248,0.3808014740516021,0,0.0,0.0,0.0,0.09164822944915962,0.13630350636861024,0.7403061190830342,0.1136297587910491,0.280970701571472,0,0,1,higher-data,0.75
176300,Sulawesi Utara,Kota Kotamobagu,2026-05,0,3,8,0.0,0.06615720524017471,mbg_condition_plus_food_vulnerability_proxy,5.14,5.14,80.21,6.0,Sangat Tahan,0.22052401746724903,0.3808014740516021,0,0.0,0.0,0.0,0.12075605175464252,0.14181362909081832,0.7198772514006171,0.09415867480383608,0.28039301310082076,0,0,1,higher-data,0.75
236100,Nusa Tenggara Barat,Kota Bima,2026-05,82,4,25,30487.80487804878,0.08531659388646291,mbg_condition_plus_food_vulnerability_proxy,7.33,7.33,75.53,6.0,Sangat Tahan,0.2843886462882097,0.4448131175325173,82,0.0,0.0,20.5,0.31981858598547114,0.1855315334251279,0.5853931726398506,0.15780296425457713,0.27899793079267904,0,0,1,higher-data,0.75
230100,Nusa Tenggara Barat,Kab. Lombok Barat,2026-05,990,2,127,12828.282828282827,0.08445687772925767,mbg_condition_plus_food_vulnerability_proxy,11.9,11.9,75.74,6.0,Sangat Tahan,0.28152292576419224,0.4448131175325173,990,0.0,0.0,495.0,0.43595067037084745,0.21099027694026581,0.5068959582641883,0.29061319383900025,0.27842111687660165,0,0,1,higher-data,0.75
181200,Sulawesi Tengah,Kab. Morowali Utara,2026-05,200,1,2,1000.0,0.06275955842299095,mbg_condition_plus_food_vulnerability_proxy,10.38,10.38,81.21,6.0,Sangat Tahan,0.20687772925764203,0.30051186291908305,200,5.0,5.0,200.0,0.21802357328154048,0.1593004175717592,0.6508099241702434,0.24643998837547224,0.27803546374441107,0,0,1,higher-data,0.75
81300,Sumatera Barat,Kab. Pasaman Barat,2026-05,1362,4,14,1027.900146842878,0.12146481194117369,mbg_condition_plus_food_vulnerability_proxy,6.3,6.3,80.91,6.0,Sangat Tahan,0.21097161572052414,0.7635949675567895,1362,417.76798825256975,417.76798825256975,340.5,0.3916905834872111,0.20933552711717018,0.543780010894109,0.12786980528916012,0.27801222921825636,0,0,0,higher-data,0.75
80500,Sumatera Barat,Kab. Padang Pariaman,2026-05,0,3,25,0.0,0.046219978165938876,mbg_condition_plus_food_vulnerability_proxy,5.86,5.86,85.08,6.0,Sangat Tahan,0.15406659388646293,0.7635949675567895,0,0.0,0.0,0.0,0.16130287545124114,0.158691700354016,0.6993868722446531,0.11508282476024412,0.27727920128841055,0,0,0,higher-data,0.75
76500,Sumatera Utara,Kota Sibolga,2026-05,2016,2,11,545.6349206349206,0.06286928973403381,mbg_condition_plus_food_vulnerability_proxy,10.28,10.28,81.03,6.0,Sangat Tahan,0.20933406113537123,0.7381077799284579,2016,0.496031746031746,0.496031746031746,1008.0,0.3690674426173076,0.20314224494442024,0.558003575703064,0.2435338564370822,0.27680742502173733,0,0,0,higher-data,0.75
230500,Nusa Tenggara Barat,Kab. Dompu,2026-05,298,1,18,6040.268456375839,0.06504175623114067,mbg_condition_plus_food_vulnerability_proxy,11.15,11.15,81.24,6.0,Sangat Tahan,0.20646834061135388,0.4448131175325173,298,23.48993288590604,20.13422818791946,298.0,0.3017539380839917,0.17913062807031857,0.5954906421972893,0.26881720430107525,0.27549417987427954,0,0,1,higher-data,0.75
60700,Aceh,Kab. Aceh Selatan,2026-05,2960,33,31,1047.2972972972973,0.0946003028163747,mbg_condition_plus_food_vulnerability_proxy,9.89,9.89,73.84,5.0,Tahan,0.3074508733624455,0.7407043415714181,2960,17.22972972972973,16.554054054054056,89.6969696969697,0.5481117019307625,0.23994327714059405,0.4348615696255518,0.2321999418773612,0.27518088142478325,0,0,0,higher-data,0.75
200200,Sulawesi Tenggara,Kab. Muna,2026-05,3532,14,29,821.0645526613816,0.10005458515283841,mbg_condition_plus_food_vulnerability_proxy,12.4,12.4,71.93,5.0,Tahan,0.3335152838427947,0.2832008256018625,3532,0.0,0.0,252.28571428571428,0.5080891260043022,0.21775223754585227,0.45029858690807867,0.30514385353095025,0.2742284276088077,0,0,1,higher-data,0.75
280100,Banten,Kab. Pandeglang,2026-05,558,3,197,35304.65949820788,0.08490720524017471,mbg_condition_plus_food_vulnerability_proxy,8.51,8.51,75.63,5.0,Tahan,0.28302401746724903,0.6810511389562137,558,0.0,0.0,186.0,0.4488824726738383,0.2154884248460281,0.4995948224415114,0.19209532112757916,0.27408788605483636,0,1,0,higher-data,0.75
110300,Sumatera Selatan,Kab. Ogan Komering Ulu,2026-05,1504,6,31,2061.1702127659573,0.09689576038609235,mbg_condition_plus_food_vulnerability_proxy,10.08,10.08,73.01,5.0,Tahan,0.3187772925764192,0.33332333369652245,1504,9.308510638297872,8.643617021276595,250.66666666666666,0.44179195026095197,0.20417406719955905,0.49593818757357905,0.2377215925603022,0.2739779271126824,0,0,0,higher-data,0.75
160100,Kalimantan Timur,Kab. Paser,2026-05,1026,2,4,389.8635477582846,0.09793286942130566,mbg_condition_plus_food_vulnerability_proxy,8.13,8.13,80.04,6.0,Sangat Tahan,0.2228438864628821,0.4221122269800722,1026,223.1968810916179,223.1968810916179,513.0,0.3132023083235777,0.17820238950565473,0.5847760340751373,0.18105201976169719,0.27330270442207594,0,0,0,higher-data,0.75
270400,Maluku Utara,Kab. halmahera Utara,2026-05,8532,53,20,234.41162681669013,0.14703463172839248,mbg_condition_plus_food_vulnerability_proxy,4.35,4.35,62.34,4.0,Agak Tahan,0.46438318777292575,0.3758300298549407,8532,55.43834974214721,55.43834974214721,160.9811320754717,0.5916912983689449,0.23408443070461313,0.39206199908534345,0.07120023249055506,0.2718257947971887,0,0,1,higher-data,0.75
91000,Riau,Kab. Rokan Hilir,2026-05,7018,12,73,1040.1823881447706,0.11643641067278442,mbg_condition_plus_food_vulnerability_proxy,7.16,7.16,68.67,5.0,Tahan,0.3780021834061136,0.5440832473204035,7018,21.801082929609578,21.801082929609578,584.8333333333334,0.5577905650420505,0.23187776337818458,0.41950000753851546,0.15286253995931412,0.27136172566124345,0,0,0,higher-data,0.75
30700,Jawa Tengah,Kab. Wonosobo,2026-05,2850,15,116,4070.1754385964914,0.08380763471334013,mbg_condition_plus_food_vulnerability_proxy,13.34,13.34,77.87,6.0,Sangat Tahan,0.2524563318777292,0.6886093818900983,2850,58.59649122807017,56.8421052631579,190.0,0.5564111411244063,0.23618075552980844,0.42441935679905934,0.3324614937518163,0.2702284708822571,0,1,0,higher-data,0.75
280300,Banten,Kab. Tangerang,2026-05,146,7,338,231506.84931506848,0.12357614293462468,mbg_condition_plus_food_vulnerability_proxy,6.42,6.42,77.6,6.0,Sangat Tahan,0.2561408296943233,0.6810511389562137,146,335.6164383561644,335.6164383561644,20.857142857142858,0.46187541437155133,0.21402101836282894,0.48707629119285906,0.13135716361522812,0.27000502025429296,0,1,0,higher-data,0.75
236000,Nusa Tenggara Barat,Kota Mataram,2026-05,0,10,65,0.0,0.0664028384279476,mbg_condition_plus_food_vulnerability_proxy,7.15,7.15,80.15,6.0,Sangat Tahan,0.22134279475982532,0.4448131175325173,0,0.0,0.0,0.0,0.25058155576738894,0.16021267308887951,0.6234137635115896,0.15257192676547512,0.2684894381710913,0,0,1,higher-data,0.75
316100,Kepulauan Riau,Kota Tanjung Pinang,2026-05,0,1,24,0.0,0.05383460698689957,mbg_condition_plus_food_vulnerability_proxy,5.96,5.96,83.22,6.0,Sangat Tahan,0.1794486899563319,0.37860755008185537,0,0.0,0.0,0.0,0.1230263362676388,0.13054629198110015,0.7081575377950978,0.11798895669863411,0.26839995589434357,0,0,0,higher-data,0.75
120300,Lampung,Kab. Lampung Utara,2026-05,3684,12,79,2144.4082519001086,0.08825159716865527,mbg_condition_plus_food_vulnerability_proxy,15.78,15.78,76.82,6.0,Sangat Tahan,0.2667849344978167,0.3162695098693987,3684,59.98914223669924,57.27470141150923,307.0,0.5393821527367881,0.2187106259469954,0.42403745452616626,0.40337111304853235,0.26657355199088406,0,0,0,higher-data,0.75
130500,Kalimantan Barat,Kab. Kapuas Hulu,2026-05,1384,23,15,1083.8150289017342,0.11474778354814102,mbg_condition_plus_food_vulnerability_proxy,6.86,6.86,74.43,5.0,Tahan,0.29939956331877726,0.53359299465519,1384,195.8092485549133,149.5664739884393,60.17391304347826,0.47791753110555757,0.2086745217207056,0.46855986118961335,0.14414414414414414,0.26548287355738925,0,0,0,higher-data,0.75
191600,Sulawesi Selatan,Kab. Enrekang,2026-05,1188,9,14,1178.4511784511785,0.06926417844084784,mbg_condition_plus_food_vulnerability_proxy,10.73,10.73,80.31,6.0,Sangat Tahan,0.21915938864628826,0.6338163887252732,1188,25.252525252525253,25.252525252525253,132.0,0.4239347004079065,0.20066265636444836,0.508357586594082,0.2566114501598372,0.2653462737923141,0,0,1,higher-data,0.75
330100,Sulawesi Barat,Kab. Mamuju,2026-05,0,4,34,0.0,0.06099890829694325,mbg_condition_plus_food_vulnerability_proxy,6.99,6.99,81.47,6.0,Sangat Tahan,0.20332969432314418,0.3102193942975158,0,0.0,0.0,0.0,0.1845036265414754,0.13888829487697232,0.6621575558357972,0.14792211566405114,0.26525423279199173,0,0,1,higher-data,0.75
71800,Sumatera Utara,Kab. Pakpak Bharat,2026-05,5320,25,4,75.18796992481204,0.09269684228545118,mbg_condition_plus_food_vulnerability_proxy,6.4,6.4,75.32,5.0,Tahan,0.28725436681222727,0.7381077799284579,5320,50.37593984962406,40.6015037593985,212.8,0.48238546569408336,0.21349313616986565,0.46886344978504,0.13077593722755013,0.2636324101891688,0,0,0,higher-data,0.75
200500,Sulawesi Tenggara,Kab. Konawe Selatan,2026-05,0,10,30,0.0,0.0489628820960699,mbg_condition_plus_food_vulnerability_proxy,11.18,11.18,84.41,6.0,Sangat Tahan,0.16320960698689968,0.2832008256018625,0,0.0,0.0,0.0,0.2216997306712318,0.14509359002666108,0.6353283670926033,0.26968904388259224,0.2632244197666372,0,0,1,higher-data,0.75
71600,Sumatera Utara,Kab. Toba,2026-05,1770,5,24,1355.9322033898304,0.07437673674823816,mbg_condition_plus_food_vulnerability_proxy,,8.71,,,,0.2203875545851529,0.7381077799284579,1770,59.32203389830509,59.32203389830509,354.0,0.42958011034607846,0.20195871517671304,0.5045922908142126,0.1979075850043592,0.26284896822954384,0,0,0,lower-data,0.25
60800,Aceh,Kab. Aceh Tenggara,2026-05,894,47,48,5369.127516778523,0.08917628462617873,mbg_condition_plus_food_vulnerability_proxy,9.78,9.78,76.87,6.0,Sangat Tahan,0.2661026200873362,0.7407043415714181,894,67.11409395973155,67.11409395973155,19.02127659574468,0.5429791318743903,0.22652605660978276,0.4276894286403625,0.22900319674513217,0.2627402773870611,0,0,0,higher-data,0.75
91100,Riau,Kab. Siak,2026-05,190,7,58,30526.315789473683,0.12202697929029402,mbg_condition_plus_food_vulnerability_proxy,4.4,4.4,77.06,6.0,Sangat Tahan,0.263509825327511,0.5440832473204035,190,310.5263157894737,305.2631578947368,27.142857142857142,0.4037400484537608,0.18972858143650043,0.5163746012214363,0.07265329845975008,0.26260721525744685,0,0,0,higher-data,0.75
80600,Sumatera Barat,Kab. Pesisir Selatan,2026-05,0,6,38,0.0,0.039546943231441097,mbg_condition_plus_food_vulnerability_proxy,6.52,6.52,86.71,6.0,Sangat Tahan,0.13182314410480367,0.7635949675567895,0,0.0,0.0,0.0,0.20649237129868603,0.15396406634675197,0.6561728955055544,0.1342632955536181,0.26256852553923593,0,0,0,higher-data,0.75
131000,Kalimantan Barat,Kab. Sekadau,2026-05,4774,8,15,314.2019271051529,0.11224449522821706,mbg_condition_plus_food_vulnerability_proxy,5.61,5.61,73.84,5.0,Tahan,0.3074508733624455,0.53359299465519,4774,143.69501466275662,143.69501466275662,596.75,0.4669591408313075,0.20229553964168184,0.47252432068084116,0.1078174949142691,0.2617591021424752,0,0,0,higher-data,0.75
90200,Riau,Kab. Bengkalis,2026-05,15484,50,91,587.7034358047016,0.13673429226254777,mbg_condition_plus_food_vulnerability_proxy,6.08,6.08,65.75,4.0,Agak Tahan,0.41784934497816595,0.5440832473204035,15484,81.95556703694136,81.30973908550762,309.68,0.6649009941240178,0.24469635549966876,0.33787020909142335,0.1214763150247021,0.2613200331801062,0,0,0,higher-data,0.75
131300,Kalimantan Barat,Kab. Kubu Raya,2026-05,2278,12,73,3204.565408252853,0.1165050936788353,mbg_condition_plus_food_vulnerability_proxy,3.99,3.99,68.9,5.0,Tahan,0.3748635371179039,0.53359299465519,2278,31.606672519754174,24.582967515364356,189.83333333333334,0.5204519287763448,0.21165010740294105,0.4343132291000804,0.060738157512351065,0.2601181708458054,0,0,0,higher-data,0.75
52700,Jawa Timur,Kab. Sampang,2026-05,4536,24,160,3527.336860670194,0.07125317607041544,mbg_condition_plus_food_vulnerability_proxy,20.61,20.61,78.97,6.0,Sangat Tahan,0.23744541484716164,0.2556839973338641,4536,0.2204585537918871,0.0,189.0,0.6077131373607557,0.2257411398114177,0.3709687559609802,0.5437372856727695,0.2595146763019314,0,1,0,higher-data,0.75
50600,Jawa Timur,Kab. Tuban,2026-05,0,8,153,0.0,0.043067685589519684,mbg_condition_plus_food_vulnerability_proxy,14.13,14.13,85.85,6.0,Sangat Tahan,0.14355895196506563,0.2556839973338641,0,0.0,0.0,0.0,0.2723181842440189,0.15192258345295617,0.5974192020886046,0.3554199360650973,0.2592374711479539,0,1,0,higher-data,0.75
60400,Aceh,Kab. Aceh Timur,2026-05,5066,31,56,1105.4086063955783,0.07992256714807529,mbg_condition_plus_food_vulnerability_proxy,11.24,11.24,77.19,6.0,Sangat Tahan,0.26173580786026207,0.7407043415714181,5066,10.06711409395973,10.06711409395973,163.41935483870967,0.5847923696373925,0.22975608594796643,0.3942873905776188,0.2714327230456262,0.2566420332536983,0,0,0,higher-data,0.75
130400,Kalimantan Barat,Kab. Sintang,2026-05,3638,12,10,274.8763056624519,0.08518444371186723,mbg_condition_plus_food_vulnerability_proxy,7.93,7.93,76.17,6.0,Sangat Tahan,0.2756550218340612,0.53359299465519,3638,17.86695986805937,17.86695986805937,303.1666666666667,0.46313113448252863,0.195654005771358,0.47008860946858294,0.17523975588491714,0.25543332514860856,0,0,0,higher-data,0.75
370100,Papua Selatan,Kab. Merauke,2026-05,1146,7,13,1134.3804537521814,0.07377125724448062,mbg_condition_plus_food_vulnerability_proxy,11.31,11.31,,,,0.2203875545851529,0.3618449673488329,1146,54.9738219895288,54.9738219895288,163.71428571428572,0.4082643348804117,0.17917185422168766,0.5033187509631954,0.27346701540249924,0.2548394393712142,0,0,1,lower-data,0.5
180500,Sulawesi Tengah,Kab. Buol,2026-05,2268,8,9,396.8253968253968,0.07080125207884462,mbg_condition_plus_food_vulnerability_proxy,12.48,12.48,79.97,6.0,Sangat Tahan,0.22379912663755464,0.30051186291908305,2268,26.455026455026452,26.01410934744268,283.5,0.4242978214106426,0.1793552832031095,0.48959712834143737,0.30746875908166227,0.2530854526486694,0,0,1,higher-data,0.75
121200,Lampung,Kab. Tulang Bawang Barat,2026-05,0,3,43,0.0,0.05170578602620093,mbg_condition_plus_food_vulnerability_proxy,6.72,6.72,83.74,6.0,Sangat Tahan,0.17235262008733643,0.3162695098693987,0,0.0,0.0,0.0,0.18141030103872255,0.12599782160664402,0.6536760242058774,0.14007555943039812,0.2528113645861366,0,0,0,higher-data,0.75
230400,Nusa Tenggara Barat,Kab. Sumbawa,2026-05,0,57,26,0.0,0.043190502183406164,mbg_condition_plus_food_vulnerability_proxy,11.79,11.79,85.82,6.0,Sangat Tahan,0.14396834061135388,0.4448131175325173,0,0.0,0.0,0.0,0.30463226576730934,0.15739241262997722,0.5741797470188384,0.28741644870677124,0.2528084038238141,0,0,1,higher-data,0.75
110400,Sumatera Selatan,Kab. Muara Enim,2026-05,866,8,53,6120.092378752886,0.08494814410480347,mbg_condition_plus_food_vulnerability_proxy,9.45,9.45,75.62,5.0,Tahan,0.28316048034934493,0.33332333369652245,866,0.0,0.0,108.25,0.45681864454025345,0.18623171057383908,0.46739640636407,0.21941296134844515,0.2527911589846606,0,0,0,higher-data,0.75
60100,Aceh,Kab. Aceh Besar,2026-05,818,3,56,6845.9657701711485,0.04939607471482179,mbg_condition_plus_food_vulnerability_proxy,11.05,11.05,84.72,6.0,Sangat Tahan,0.15897925764192145,0.7407043415714181,818,12.224938875305625,12.224938875305625,272.6666666666667,0.4139676554288193,0.18922569666182903,0.5070850602918675,0.26591107236268524,0.2527776206845125,0,0,0,higher-data,0.75
151000,Kalimantan Selatan,Kab. Balangan,2026-05,1428,2,10,700.280112044818,0.08573145506330795,mbg_condition_plus_food_vulnerability_proxy,4.64,4.64,82.7,6.0,Sangat Tahan,0.18654475982532748,0.7315768173011702,1428,214.28571428571428,212.88515406162463,714.0,0.35430221797590455,0.1742986294873147,0.5458157104350789,0.07962801511188607,0.25229193197783445,0,0,0,higher-data,0.75
32200,Jawa Tengah,Kab. Semarang,2026-05,0,6,131,0.0,0.04421397379912668,mbg_condition_plus_food_vulnerability_proxy,6.3,6.3,85.57,6.0,Sangat Tahan,0.1473799126637556,0.6886093818900983,0,0.0,0.0,0.0,0.2530920764142307,0.15117616562238778,0.613417335316545,0.12786980528916012,0.25191614707946064,0,1,0,higher-data,0.75
90800,Riau,Kab. Pelalawan,2026-05,13576,21,36,265.17383618149677,0.10276220036750705,mbg_condition_plus_food_vulnerability_proxy,7.24,7.24,71.59,5.0,Tahan,0.3381550218340611,0.5440832473204035,13576,9.5020624631703,9.354743665291691,646.4761904761905,0.5811116266923836,0.21622755945793903,0.38576202282741423,0.15518744551002614,0.2505205593948173,0,0,0,higher-data,0.75
131200,Kalimantan Barat,Kab. Kayong Utara,2026-05,2142,23,16,746.9654528478059,0.08158334622515244,mbg_condition_plus_food_vulnerability_proxy,8.75,8.75,76.53,6.0,Sangat Tahan,0.2707423580786027,0.53359299465519,2142,3.2679738562091503,1.4005602240896358,93.1304347826087,0.4947237241915483,0.1975714023424313,0.4443983682683369,0.19907003777971516,0.2503423902613249,0,0,0,higher-data,0.75
110800,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,2026-05,0,6,58,0.0,0.04585152838427948,mbg_condition_plus_food_vulnerability_proxy,8.86,8.86,85.17,6.0,Sangat Tahan,0.15283842794759828,0.33332333369652245,0,0.0,0.0,0.0,0.22231464232585393,0.13262848471186642,0.6240048084122745,0.20226678291194417,0.24962310674870383,0,0,0,higher-data,0.75
330300,Sulawesi Barat,Kab. Polewali Mandar,2026-05,3800,32,61,1605.2631578947367,0.08460760639853057,mbg_condition_plus_food_vulnerability_proxy,14.02,14.02,75.87,6.0,Sangat Tahan,0.2797489082969432,0.3102193942975158,3800,5.0,4.736842105263158,118.75,0.5800961820045949,0.2094772275698998,0.3807972485546482,0.3522231909328683,0.2491062043923424,0,0,1,higher-data,0.75
52900,Jawa Timur,Kab. Bangkalan,2026-05,12400,68,132,1064.516129032258,0.09293749271370967,mbg_condition_plus_food_vulnerability_proxy,18.25,18.25,76.02,6.0,Sangat Tahan,0.27770196506550227,0.2556839973338641,12400,69.19354838709678,69.03225806451613,182.35294117647058,0.6876540616610491,0.23184627710628442,0.3070480539604311,0.47515257192676547,0.24888761460871467,0,1,0,higher-data,0.75
346000,Kalimantan Utara,Kota Tarakan,2026-05,0,5,24,0.0,0.03618995633187772,mbg_condition_plus_food_vulnerability_proxy,5.03,5.03,87.53,6.0,Sangat Tahan,0.12063318777292575,0.6738283678670767,0,0.0,0.0,0.0,0.18131731450293787,0.1320190000136055,0.6589691446714149,0.09096192967160709,0.24887111628269099,0,0,0,higher-data,0.75
170200,Sulawesi Utara,Kab. Minahasa,2026-05,188,1,27,14361.702127659575,0.06861353711790394,mbg_condition_plus_food_vulnerability_proxy,5.88,5.88,79.61,6.0,Sangat Tahan,0.22871179039301315,0.3808014740516021,188,0.0,0.0,188.0,0.3013487831369097,0.1492669969360547,0.5699880159760407,0.11566405114792211,0.2486437814386476,0,0,1,higher-data,0.75
230200,Nusa Tenggara Barat,Kab. Lombok Tengah,2026-05,516,4,179,34689.92248062015,0.06906386462882098,mbg_condition_plus_food_vulnerability_proxy,10.68,10.68,79.5,6.0,Sangat Tahan,0.23021288209606994,0.4448131175325173,516,0.0,0.0,129.0,0.4544867880080039,0.1841449481983671,0.4676085878981586,0.2551583841906422,0.24763148951906322,0,0,1,higher-data,0.75
32900,Jawa Tengah,Kab. Brebes,2026-05,9378,39,211,2249.9466837278737,0.08345246285371151,mbg_condition_plus_food_vulnerability_proxy,14.15,14.15,78.79,6.0,Sangat Tahan,0.23990174672489084,0.6886093818900983,9378,102.90040520366817,46.59842183834506,240.46153846153845,0.6672736922132148,0.2375902156449578,0.32966424285069645,0.3560011624527753,0.24743541551887252,0,1,0,higher-data,0.75
150200,Kalimantan Selatan,Kab. Tanah Laut,2026-05,134,4,19,14179.10447761194,0.06460152838427947,mbg_condition_plus_food_vulnerability_proxy,3.0,3.0,80.59,6.0,Sangat Tahan,0.21533842794759828,0.7315768173011702,134,0.0,0.0,33.5,0.3259373159663914,0.16245646675440037,0.560119683296567,0.03196745132229003,0.24708209991156121,0,0,0,higher-data,0.75
192400,Sulawesi Selatan,Kab. Luwu Utara,2026-05,888,9,17,1914.4144144144143,0.06454454051120205,mbg_condition_plus_food_vulnerability_proxy,10.74,10.74,85.66,6.0,Sangat Tahan,0.14615174672489095,0.6338163887252732,888,148.64864864864865,148.64864864864865,98.66666666666667,0.4212514374368571,0.18034503145452624,0.49309126601729103,0.2569020633536762,0.24531988396753676,0,0,1,higher-data,0.75
286000,Banten,Kota Cilegon,2026-05,286,1,54,18881.11888111888,0.06652565502183407,mbg_condition_plus_food_vulnerability_proxy,3.44,3.44,80.12,6.0,Sangat Tahan,0.22175218340611358,0.6810511389562137,286,0.0,0.0,286.0,0.3410184090618675,0.16243059087721629,0.5470413631350717,0.04475443185120604,0.24516047844812416,0,1,0,higher-data,0.75
91400,Riau,Kab. Kuantan Singingi,2026-05,3414,29,34,995.899238429994,0.09423080403642478,mbg_condition_plus_food_vulnerability_proxy,6.99,6.99,73.8,5.0,Tahan,0.30799672489082974,0.5440832473204035,3414,13.473930872876391,12.595196250732279,117.72413793103448,0.5496307477421549,0.20339579090394916,0.40190682572801456,0.14792211566405114,0.24444931253854607,0,0,0,higher-data,0.75
56600,Jawa Timur,Kota Pasuruan,2026-05,0,5,23,0.0,0.04998635371179042,mbg_condition_plus_food_vulnerability_proxy,6.18,6.18,84.16,6.0,Sangat Tahan,0.1666211790393014,0.2556839973338641,0,0.0,0.0,0.0,0.17975708643009186,0.11459404305613587,0.6452348208633812,0.12438244696309209,0.24356973173398927,0,1,0,higher-data,0.75
