sample_id,platform,timestamp,year_month,source_type,human_label,weak_label,clean_text,masked_text_excerpt,text_length_tokens,suspicious_term_count,benign_term_count,entity_count,entity_type_count,domain_count,handle_count,payment_count,phone_count,report_channel_score,text_risk_score,gambling_terms,payment_terms,promotion_terms,urgency_terms,contact_terms,benign_terms,cluster_id
demo_0177,image_ocr,2026-04-13,2026-04,ocr_snapshot,promotional,1,komentar berulang menyebut fajaro6.invalid dengan ajakan promo malam ini,komentar berulang menyebut [DOMAIN] dengan ajakan promo malam ini,9,2,0,1,1,1,0,0,0,1.0,0.664482,0,0,1,1,0,0,C295
demo_0178,short_video,2025-06-01,2025-06,manual_report,suspicious,1,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @rajawali_reviewit kanal rajawaliit.invalid,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak [HANDLE] kanal [DOMAIN],14,2,0,2,2,1,1,0,0,1.0,0.717751,1,0,0,0,1,0,C295
demo_0179,comment,2026-04-04,2026-04,ocr_snapshot,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,9,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C078
demo_0180,bio_text,2025-04-24,2025-04,platform_export,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual kontak @bravo_reviewo2,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak [HANDLE]",14,2,0,1,1,0,1,0,0,1.0,0.664482,0,0,1,1,0,0,C295
demo_0181,image_ocr,2025-03-11,2025-03,ocr_snapshot,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja,artikel edukasi dampak sosial ekonomi judi online bagi remaja,9,0,1,0,0,0,0,0,0,0.0,0.44193,0,0,0,0,0,1,C079
demo_0182,comment,2026-02-11,2026-02,platform_export,promotional,1,akun baru diarahkan ke jayakartaio.invalid lalu chat @jayakarta_reviewio untuk wd harian,akun baru diarahkan ke [DOMAIN] lalu chat [HANDLE] untuk wd harian,11,1,0,2,2,1,1,0,0,1.0,0.660756,0,1,0,0,0,0,C295
demo_0183,public_report,2026-02-06,2026-02,public_post,promotional,1,komentar berulang menyebut kartikaii.invalid dengan ajakan link bio mirror lintasi2.invalid admin @lintas_reviewi2,komentar berulang menyebut [DOMAIN] dengan ajakan link bio mirror [DOMAIN] admin [HANDLE],12,3,0,3,2,2,1,0,0,1.0,0.734323,0,0,1,0,2,0,C295
demo_0184,short_video,2025-05-11,2025-05,public_post,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,9,1,1,0,0,0,0,0,0,1.0,0.508333,0,0,0,0,1,1,C080
demo_0185,short_video,2026-01-10,2026-01,manual_report,promotional,1,komentar berulang menyebut merapiie.invalid dengan ajakan link bio,komentar berulang menyebut [DOMAIN] dengan ajakan link bio,8,1,0,1,1,1,0,0,0,1.0,0.626368,0,0,1,0,0,0,C295
demo_0186,forum,2025-02-20,2025-02,ocr_snapshot,promotional,1,ocr tangkapan layar memuat parlay wd harian dan kontak o8xx-xxx-ioos mirror galaksiot.invalid admin @galaksi_reviewot,"ocr tangkapan layar memuat parlay, wd harian, dan kontak [PHONE]mirror [DOMAIN] admin [HANDLE]",14,4,0,3,3,1,1,0,1,1.0,0.815076,1,1,0,0,2,0,C295
demo_0187,image_ocr,2025-01-11,2025-01,platform_export,suspicious,1,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,9,2,1,0,0,0,0,0,0,1.0,0.645656,1,0,1,0,0,1,C081
demo_0188,comment,2026-02-15,2026-02,platform_export,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,9,0,2,0,0,0,0,0,0,0.0,0.385406,0,0,0,0,0,2,C082
demo_0189,forum,2026-01-13,2026-01,public_post,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,9,1,1,0,0,0,0,0,0,0.0,0.475021,0,0,0,0,1,1,C083
demo_0190,short_video,2025-01-07,2025-01,platform_export,promotional,1,info scatter bonus member baru via admin @fajar_reviewo6 cek domain fajaro6.invalid mirror kartikaii.invalid admin @kartika_reviewii,"info scatter bonus member baru via admin [HANDLE], cek domain [DOMAIN] mirror [DOMAIN] admin [HANDLE]",15,5,0,4,2,2,2,0,0,1.0,0.866072,1,1,1,0,2,0,C295
demo_0191,image_ocr,2025-12-22,2025-12,ocr_snapshot,benign,0,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,10,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C084
demo_0192,public_report,2025-08-25,2025-08,ocr_snapshot,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja contoh tautan disamarkan cendanaoe.invalid,artikel edukasi dampak sosial ekonomi judi online bagi remaja contoh tautan disamarkan [DOMAIN],13,0,1,1,1,1,0,0,0,0.0,0.470866,0,0,0,0,0,1,C295
demo_0193,forum,2025-07-23,2025-07,manual_report,benign,0,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,10,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C085
demo_0194,image_ocr,2025-11-10,2025-11,manual_report,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,9,0,2,0,0,0,0,0,0,0.0,0.385406,0,0,0,0,0,2,C086
demo_0195,comment,2025-04-14,2025-04,platform_export,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja,artikel edukasi dampak sosial ekonomi judi online bagi remaja,9,0,1,0,0,0,0,0,0,1.0,0.475021,0,0,0,0,0,1,C087
demo_0196,short_video,2026-02-09,2026-02,manual_report,benign,0,diskusi sekolah tentang cara menjaga ruang digital produktif contoh tautan disamarkan kartikaii.invalid,diskusi sekolah tentang cara menjaga ruang digital produktif contoh tautan disamarkan [DOMAIN],12,0,1,1,1,1,0,0,0,0.0,0.470866,0,0,0,0,0,1,C295
demo_0197,forum,2025-08-15,2025-08,public_post,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja,artikel edukasi dampak sosial ekonomi judi online bagi remaja,9,0,1,0,0,0,0,0,0,1.0,0.475021,0,0,0,0,0,1,C088
demo_0198,bio_text,2025-08-03,2025-08,ocr_snapshot,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual",12,2,0,0,0,0,0,0,0,1.0,0.637994,0,0,1,1,0,0,C089
demo_0199,public_report,2025-01-24,2025-01,ocr_snapshot,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,9,0,2,0,0,0,0,0,0,0.0,0.385406,0,0,0,0,0,2,C090
demo_0200,comment,2025-11-30,2025-11,platform_export,suspicious,1,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @lintas_reviewi2,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak [HANDLE],11,2,1,1,1,0,1,0,0,0.0,0.641834,1,0,1,0,0,1,C295
demo_0201,forum,2025-10-08,2025-10,ocr_snapshot,promotional,1,slot sedang ramai pola malam ini dibagikan di @fajar_reviewo6 pembayaran qris-fajar-o6,"slot sedang ramai, pola malam ini dibagikan di [HANDLE], pembayaran [PAYMENT]",11,4,0,2,2,0,1,1,0,1.0,0.845535,2,1,0,1,0,0,C295
demo_0202,public_report,2025-01-13,2025-01,ocr_snapshot,benign,0,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,10,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C091
demo_0203,image_ocr,2025-08-11,2025-08,manual_report,promotional,1,info scatter wd harian via admin @alpha_reviewoi cek domain alphaoi.invalid,"info scatter wd harian via admin [HANDLE], cek domain [DOMAIN]",10,4,0,2,2,1,1,0,0,0.0,0.774401,1,1,0,0,2,0,C295
demo_0204,public_report,2025-09-28,2025-09,manual_report,promotional,1,komentar berulang menyebut varuna2i.invalid dengan ajakan buruan klaim mirror waringin22.invalid admin @waringin_review22,komentar berulang menyebut [DOMAIN] dengan ajakan buruan klaim mirror [DOMAIN] admin [HANDLE],12,5,0,3,2,2,1,0,0,1.0,0.788627,0,0,1,1,3,0,C295
demo_0205,comment,2025-04-11,2025-04,ocr_snapshot,promotional,1,rtp tinggi sedang ramai pola malam ini dibagikan di @orion_reviewis pembayaran qris-orion-is,"rtp tinggi sedang ramai, pola malam ini dibagikan di [HANDLE], pembayaran [PAYMENT]",12,4,0,2,2,0,1,1,0,0.0,0.827308,2,1,0,1,0,0,C295
demo_0206,public_report,2025-12-08,2025-12,ocr_snapshot,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,9,1,1,0,0,0,0,0,0,1.0,0.508333,0,0,0,0,1,1,C092
demo_0207,public_report,2026-02-21,2026-02,public_post,promotional,1,ocr tangkapan layar memuat togel wd harian dan kontak o8xx-xxx-io2i mirror bravoo2.invalid admin @bravo_reviewo2,"ocr tangkapan layar memuat togel, wd harian, dan kontak [PHONE]mirror [DOMAIN] admin [HANDLE]",14,4,0,3,3,1,1,0,1,1.0,0.815076,1,1,0,0,2,0,C295
demo_0208,bio_text,2026-04-09,2026-04,manual_report,suspicious,1,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal cendanaoe.invalid,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal [DOMAIN],14,4,0,1,1,1,0,0,0,1.0,0.747124,0,1,1,0,2,0,C295
demo_0209,short_video,2025-06-09,2025-06,public_post,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja,artikel edukasi dampak sosial ekonomi judi online bagi remaja,9,0,1,0,0,0,0,0,0,1.0,0.475021,0,0,0,0,0,1,C093
demo_0210,forum,2025-08-05,2025-08,public_post,benign,0,diskusi sekolah tentang cara menjaga ruang digital produktif,diskusi sekolah tentang cara menjaga ruang digital produktif,8,0,1,0,0,0,0,0,0,1.0,0.475021,0,0,0,0,0,1,C094
demo_0211,comment,2026-04-20,2026-04,public_post,suspicious,1,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @merapi_reviewie,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak [HANDLE],11,2,1,1,1,0,1,0,0,1.0,0.671873,1,0,1,0,0,1,C295
demo_0212,forum,2025-03-23,2025-03,ocr_snapshot,benign,0,diskusi sekolah tentang cara menjaga ruang digital produktif,diskusi sekolah tentang cara menjaga ruang digital produktif,8,0,1,0,0,0,0,0,0,1.0,0.475021,0,0,0,0,0,1,C095
demo_0213,short_video,2026-02-21,2026-02,platform_export,suspicious,1,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kanal halimuno8.invalid,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kanal [DOMAIN],11,2,1,1,1,1,0,0,0,1.0,0.671873,1,0,1,0,0,1,C295
demo_0214,bio_text,2025-03-08,2025-03,ocr_snapshot,promotional,1,slot sedang ramai pola malam ini dibagikan di @bravo_reviewo2 pembayaran qris-bravo-o2,"slot sedang ramai, pola malam ini dibagikan di [HANDLE], pembayaran [PAYMENT]",11,4,0,2,2,0,1,1,0,0.0,0.827308,2,1,0,1,0,0,C295
demo_0215,image_ocr,2026-01-02,2026-01,public_post,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga,kampanye literasi digital anti judi online untuk siswa dan keluarga,10,1,2,0,0,0,0,0,0,0.0,0.41743,0,0,0,0,1,2,C096
demo_0216,comment,2025-04-20,2025-04,public_post,suspicious,1,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal alphaoi.invalid,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal [DOMAIN],14,4,0,1,1,1,0,0,0,1.0,0.747124,0,1,1,0,2,0,C295
demo_0217,short_video,2025-01-13,2025-01,manual_report,benign,0,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,10,0,2,0,0,0,0,0,0,0.0,0.385406,0,0,0,0,0,2,C097
demo_0218,comment,2026-03-08,2026-03,platform_export,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,9,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C098
demo_0219,short_video,2025-10-11,2025-10,public_post,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga,kampanye literasi digital anti judi online untuk siswa dan keluarga,10,1,2,0,0,0,0,0,0,0.0,0.41743,0,0,0,0,1,2,C099
demo_0220,comment,2025-10-18,2025-10,public_post,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual kontak @tanjung_reviewi9,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak [HANDLE]",14,2,0,1,1,0,1,0,0,1.0,0.664482,0,0,1,1,0,0,C295
demo_0221,comment,2026-04-04,2026-04,ocr_snapshot,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual kontak @bravo_reviewo2 kanal bravoo2.invalid,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak [HANDLE] kanal [DOMAIN]",16,2,0,2,2,1,1,0,0,1.0,0.689974,0,0,1,1,0,0,C295
demo_0222,bio_text,2025-01-23,2025-01,ocr_snapshot,promotional,1,akun baru diarahkan ke kartikaii.invalid lalu chat @kartika_reviewii untuk qris cepat mirror orionis.invalid admin @orion_reviewis,akun baru diarahkan ke [DOMAIN] lalu chat [HANDLE] untuk [PAYMENT] mirror [DOMAIN] admin [HANDLE],15,3,0,5,3,2,2,1,0,1.0,0.783017,0,1,0,0,2,0,C295
demo_0223,public_report,2026-01-09,2026-01,manual_report,suspicious,1,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,9,2,1,0,0,0,0,0,0,1.0,0.645656,1,0,1,0,0,1,C100
demo_0224,short_video,2025-09-20,2025-09,platform_export,suspicious,1,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @jayakarta_reviewio,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak [HANDLE],14,4,0,1,1,0,1,0,0,0.0,0.721115,0,1,1,0,2,0,C295
demo_0225,forum,2025-03-22,2025-03,ocr_snapshot,benign,0,diskusi sekolah tentang cara menjaga ruang digital produktif,diskusi sekolah tentang cara menjaga ruang digital produktif,8,0,1,0,0,0,0,0,0,1.0,0.475021,0,0,0,0,0,1,C101
demo_0226,public_report,2025-01-08,2025-01,platform_export,promotional,1,akun baru diarahkan ke fajaro6.invalid lalu chat @fajar_reviewo6 untuk bonus member baru,akun baru diarahkan ke [DOMAIN] lalu chat [HANDLE] untuk bonus member baru,12,2,0,2,2,1,1,0,0,1.0,0.717751,0,1,1,0,0,0,C295
demo_0227,image_ocr,2025-06-24,2025-06,platform_export,promotional,1,akun baru diarahkan ke kartikaii.invalid lalu chat @kartika_reviewii untuk bonus member baru,akun baru diarahkan ke [DOMAIN] lalu chat [HANDLE] untuk bonus member baru,12,2,0,2,2,1,1,0,0,1.0,0.717751,0,1,1,0,0,0,C295
demo_0228,public_report,2025-08-16,2025-08,manual_report,suspicious,1,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @utara_review2o,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak [HANDLE],14,4,0,1,1,0,1,0,0,1.0,0.747124,0,1,1,0,2,0,C164
demo_0229,bio_text,2026-01-06,2026-01,manual_report,promotional,1,info togel saldo ewallet via admin @nusantara_reviewia cek domain nusantaraia.invalid,"info togel saldo [PAYMENT] admin [HANDLE], cek domain [DOMAIN]",10,6,0,3,3,1,1,1,0,1.0,0.871766,1,2,0,0,3,0,C295
demo_0230,bio_text,2025-01-22,2025-01,manual_report,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga,kampanye literasi digital anti judi online untuk siswa dan keluarga,10,1,2,0,0,0,0,0,0,0.0,0.41743,0,0,0,0,1,2,C102
demo_0231,short_video,2025-01-18,2025-01,platform_export,suspicious,1,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,9,2,1,0,0,0,0,0,0,1.0,0.645656,1,0,1,0,0,1,C103
demo_0232,short_video,2025-03-27,2025-03,ocr_snapshot,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga,kampanye literasi digital anti judi online untuk siswa dan keluarga,10,1,2,0,0,0,0,0,0,1.0,0.450166,0,0,0,0,1,2,C104
demo_0233,image_ocr,2025-08-09,2025-08,public_post,benign,0,diskusi sekolah tentang cara menjaga ruang digital produktif,diskusi sekolah tentang cara menjaga ruang digital produktif,8,0,1,0,0,0,0,0,0,0.0,0.44193,0,0,0,0,0,1,C105
demo_0234,short_video,2025-10-18,2025-10,platform_export,benign,0,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,10,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C106
demo_0235,short_video,2025-12-10,2025-12,ocr_snapshot,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual kanal waringin22.invalid,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kanal [DOMAIN]",14,3,0,1,1,1,0,0,0,1.0,0.693528,0,0,1,1,1,0,C295
demo_0236,image_ocr,2025-05-08,2025-05,public_post,suspicious,1,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas,12,4,0,0,0,0,0,0,0,1.0,0.724455,0,1,1,0,2,0,C107
demo_0237,image_ocr,2025-06-14,2025-06,manual_report,promotional,1,komentar berulang menyebut bravoo2.invalid dengan ajakan claim bonus,komentar berulang menyebut [DOMAIN] dengan ajakan claim bonus,8,2,0,1,1,1,0,0,0,1.0,0.693528,0,1,1,0,0,0,C295
demo_0238,comment,2025-09-18,2025-09,public_post,promotional,1,ocr tangkapan layar memuat parlay qris cepat dan kontak o8xx-xxx-ioos,"ocr tangkapan layar memuat parlay, [PAYMENT], dan kontak [PHONE]",10,2,0,2,2,0,0,1,1,1.0,0.75026,1,1,0,0,0,0,C295
demo_0239,comment,2025-06-06,2025-06,platform_export,benign,0,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,10,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C108
demo_0240,comment,2025-10-03,2025-10,public_post,promotional,1,komentar berulang menyebut waringin22.invalid dengan ajakan promo malam ini,komentar berulang menyebut [DOMAIN] dengan ajakan promo malam ini,9,3,0,1,1,1,0,0,0,0.0,0.664482,0,0,1,1,1,0,C295
demo_0241,comment,2026-03-04,2026-03,manual_report,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,9,1,1,0,0,0,0,0,0,1.0,0.508333,0,0,0,0,1,1,C109
demo_0242,image_ocr,2025-11-20,2025-11,manual_report,suspicious,1,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @orion_reviewis kanal orionis.invalid,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak [HANDLE] kanal [DOMAIN],14,1,0,2,2,1,1,0,0,1.0,0.689974,1,0,0,0,0,0,C295
demo_0243,image_ocr,2026-02-08,2026-02,platform_export,promotional,1,info maxwin qris cepat via admin @cendana_reviewoe cek domain cendanaoe.invalid mirror dahliaoa.invalid admin @dahlia_reviewoa,"info maxwin [PAYMENT] via admin [HANDLE], cek domain [DOMAIN] mirror [DOMAIN] admin [HANDLE]",14,4,0,5,3,2,2,1,0,1.0,0.847699,1,1,0,0,2,0,C295
demo_0244,bio_text,2026-03-05,2026-03,ocr_snapshot,promotional,1,ocr tangkapan layar memuat rtp tinggi saldo ewallet dan kontak o8xx-xxx-iooi,"ocr tangkapan layar memuat rtp tinggi, saldo ewallet, dan kontak [PHONE]",11,4,0,1,1,0,0,0,1,1.0,0.804815,1,2,0,0,1,0,C295
demo_0245,comment,2025-05-24,2025-05,platform_export,suspicious,1,caption berisi istilah scatter tapi juga membahas bahaya judi online,caption berisi istilah scatter tapi juga membahas bahaya judi online,10,1,0,0,0,0,0,0,0,1.0,0.637994,1,0,0,0,0,0,C110
demo_0246,public_report,2025-10-10,2025-10,platform_export,promotional,1,komentar berulang menyebut alphaoi.invalid dengan ajakan claim bonus mirror dahliaoa.invalid admin @dahlia_reviewoa,komentar berulang menyebut [DOMAIN] dengan ajakan claim bonus mirror [DOMAIN] admin [HANDLE],12,4,0,3,2,2,1,0,0,0.0,0.765547,0,1,1,0,2,0,C295
demo_0247,forum,2025-04-05,2025-04,manual_report,suspicious,1,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @bravo_reviewo2 kanal bravoo2.invalid,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak [HANDLE] kanal [DOMAIN],13,2,1,2,2,1,1,0,0,0.0,0.668188,1,0,1,0,0,1,C295
demo_0248,bio_text,2026-04-15,2026-04,ocr_snapshot,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,9,1,1,0,0,0,0,0,0,1.0,0.508333,0,0,0,0,1,1,C111
demo_0249,forum,2026-03-13,2026-03,public_post,promotional,1,komentar berulang menyebut halimuno8.invalid dengan ajakan link bio,komentar berulang menyebut [DOMAIN] dengan ajakan link bio,8,1,0,1,1,1,0,0,0,0.0,0.594677,0,0,1,0,0,0,C295
demo_0250,comment,2025-08-31,2025-08,public_post,benign,0,diskusi sekolah tentang cara menjaga ruang digital produktif,diskusi sekolah tentang cara menjaga ruang digital produktif,8,0,1,0,0,0,0,0,0,0.0,0.44193,0,0,0,0,0,1,C112
demo_0251,public_report,2025-09-04,2025-09,platform_export,suspicious,1,caption berisi istilah scatter tapi juga membahas bahaya judi online,caption berisi istilah scatter tapi juga membahas bahaya judi online,10,1,0,0,0,0,0,0,0,1.0,0.637994,1,0,0,0,0,0,C113
demo_0252,image_ocr,2025-11-15,2025-11,public_post,promotional,1,ocr tangkapan layar memuat scatter qris cepat dan kontak o8xx-xxx-ioia,"ocr tangkapan layar memuat scatter, [PAYMENT], dan kontak [PHONE]",10,2,0,2,2,0,0,1,1,1.0,0.75026,1,1,0,0,0,0,C295
demo_0253,forum,2025-07-07,2025-07,public_post,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga,kampanye literasi digital anti judi online untuk siswa dan keluarga,10,1,2,0,0,0,0,0,0,1.0,0.450166,0,0,0,0,1,2,C114
demo_0254,bio_text,2025-10-10,2025-10,public_post,promotional,1,info togel wd harian via admin @bravo_reviewo2 cek domain bravoo2.invalid,"info togel wd harian via admin [HANDLE], cek domain [DOMAIN]",10,4,0,2,2,1,1,0,0,0.0,0.774401,1,1,0,0,2,0,C295
demo_0255,bio_text,2025-05-04,2025-05,ocr_snapshot,suspicious,1,caption berisi istilah scatter tapi juga membahas bahaya judi online,caption berisi istilah scatter tapi juga membahas bahaya judi online,10,1,0,0,0,0,0,0,0,1.0,0.637994,1,0,0,0,0,0,C115
demo_0256,bio_text,2026-04-23,2026-04,public_post,benign,0,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,10,0,2,0,0,0,0,0,0,0.0,0.385406,0,0,0,0,0,2,C116
demo_0257,bio_text,2025-03-03,2025-03,public_post,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja,artikel edukasi dampak sosial ekonomi judi online bagi remaja,9,0,1,0,0,0,0,0,0,0.0,0.44193,0,0,0,0,0,1,C117
demo_0258,comment,2025-10-03,2025-10,public_post,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,9,1,1,0,0,0,0,0,0,1.0,0.508333,0,0,0,0,1,1,C118
demo_0259,short_video,2026-01-04,2026-01,public_post,suspicious,1,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @tanjung_reviewi9,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak [HANDLE],14,4,0,1,1,0,1,0,0,0.0,0.721115,0,1,1,0,2,0,C295
demo_0260,comment,2025-08-07,2025-08,public_post,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,9,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C119
demo_0261,forum,2025-09-11,2025-09,ocr_snapshot,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja,artikel edukasi dampak sosial ekonomi judi online bagi remaja,9,0,1,0,0,0,0,0,0,1.0,0.475021,0,0,0,0,0,1,C120
demo_0262,image_ocr,2026-03-01,2026-03,ocr_snapshot,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja,artikel edukasi dampak sosial ekonomi judi online bagi remaja,9,0,1,0,0,0,0,0,0,0.0,0.44193,0,0,0,0,0,1,C121
demo_0263,bio_text,2025-05-17,2025-05,ocr_snapshot,promotional,1,komentar berulang menyebut cendanaoe.invalid dengan ajakan link bio,komentar berulang menyebut [DOMAIN] dengan ajakan link bio,8,1,0,1,1,1,0,0,0,1.0,0.626368,0,0,1,0,0,0,C295
demo_0264,short_video,2025-07-22,2025-07,platform_export,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,9,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C122
demo_0265,public_report,2026-04-06,2026-04,manual_report,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,9,1,1,0,0,0,0,0,0,1.0,0.508333,0,0,0,0,1,1,C123
demo_0266,forum,2025-10-01,2025-10,platform_export,promotional,1,komentar berulang menyebut elangos.invalid dengan ajakan promo malam ini mirror intano9.invalid admin @intan_reviewo9,komentar berulang menyebut [DOMAIN] dengan ajakan promo malam ini mirror [DOMAIN] admin [HANDLE],13,4,0,3,2,2,1,0,0,0.0,0.740775,0,0,1,1,2,0,C295
demo_0267,forum,2025-01-17,2025-01,ocr_snapshot,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja,artikel edukasi dampak sosial ekonomi judi online bagi remaja,9,0,1,0,0,0,0,0,0,1.0,0.475021,0,0,0,0,0,1,C124
